CH1,CH2,CH3,CH4,CH5
-81.138,-76.68,-67.887,-88.727,-84.022
-81.612,-74.636,-67.728,-86.412,-85.959
-79.495,-78.748,-68.319,-88.927,-85.753
-74.757,-78.517,-69.831,-88.802,-85.386
-72.428,-76.603,-68.157,-89.382,-85.431
-74.104,-77.676,-70.292,-87.866,-85.731
-72.744,-76.983,-69.259,-90.834,-84.753
-81.363,-81.271,-66.819,-86.448,-84.278
-74.991,-79.718,-66.624,-89.595,-86.661
-79.532,-79.746,-66.132,-86.519,-86.026
-72.148,-76.713,-66.799,-88.735,-86.319
-78.599,-75.274,-74.402,-82.344,-70.202
-79.604,-79.496,-73.232,-88.769,-85.522
-79.595,-78.067,-73.559,-88.713,-86.263
-73.826,-77.641,-72.053,-83.728,-85.827
-74.164,-78.271,-72.685,-89.528,-85.633
-72.754,-80.733,-67.767,-87.194,-85.797
-74.271,-78.111,-67.528,-89.126,-84.833
-74.738,-78.079,-65.531,-89.074,-84.681
-77.188,-73.979,-73.944,-86.807,-83.865
-73.261,-78.574,-72.486,-84.435,-85.447
-74.399,-70.872,-66.671,-88.822,-86.484
-78.597,-78.346,-65.509,-90.01,-85.797
-75.348,-81.467,-72.262,-84.226,-85.812
-73.297,-77.737,-75.039,-86.415,-86.229
-73.754,-76.933,-73.812,-83.17,-86.179
-72.287,-76.991,-74.155,-87.328,-86.051
-73.543,-77.419,-73.993,-89.237,-85.697
-75.084,-77.682,-73.825,-86.704,-85.09
-76.508,-74.971,-66.017,-85.669,-86.199
-75.419,-74.452,-73.99,-84.832,-67.328
-74.512,-77.586,-73.266,-84.164,-85.979
-75.592,-72.195,-74.821,-89.736,-86.152
-75.073,-75.658,-67.678,-87.53,-85.054
-77.524,-83.088,-72.39,-86.583,-85.232
-81.865,-78.001,-69.74,-88.843,-85.149
-76.73,-76.849,-72.926,-88.457,-84.813
-78.825,-77.773,-72.401,-83.45,-86.141
-74.72,-77.852,-72.638,-89.885,-65.015
-76.003,-73.985,-68.677,-88.327,-84.791
-79.377,-72.539,-67.136,-82.78,-86.632
-74.577,-75.857,-65.39,-89.274,-84.546
-74.874,-75.946,-70.931,-85.861,-85.952
-78.182,-75.195,-68.512,-86.061,-85.734
-74.459,-74.532,-65.776,-89.677,-85.933
-80.915,-75.112,-66.699,-83.637,-85.542
-72.511,-75.338,-68.793,-90.307,-85.77
-79.719,-76.517,-67.579,-88.567,-85.541
-81.565,-72.685,-65.518,-83.224,-85.046
-74.152,-73.88,-66.267,-89.203,-85.788
-74.892,-76.463,-67.1,-87.563,-86.128
-73.845,-72.209,-67.186,-89.295,-84.951
-81.173,-73.33,-69.076,-88.197,-85.204
-84.751,-72.641,-68.267,-69.853,-85.608
-74.244,-74.166,-66.965,-87.433,-85.574
-80.803,-76.419,-67.882,-88.723,-85.064
-72.552,-76.208,-69.746,-87.981,-86.165
-79.532,-77.6,-66.812,-88.984,-84.05
-75.327,-78.655,-65.806,-87.681,-86.213
-78.478,-78.492,-66.724,-84.843,-85.872
-75.934,-75.708,-68.183,-88.444,-85.369
-73.73,-71.915,-67.165,-87.519,-85.84
-75.364,-76.109,-69.279,-90.855,-85.582
-79.996,-78.804,-69.682,-86.726,-84.801
-73.623,-75.324,-67.829,-84.878,-83.547
-78.076,-82.341,-66.337,-87.997,-85.87
-75.177,-72.711,-68.509,-86.252,-86.175
-72.547,-80.144,-66.308,-90.129,-85.498
-76.829,-75.842,-67.561,-88.927,-85.757
-79.961,-78.39,-67.687,-88.716,-86.268
-73.643,-76.662,-69.038,-88.152,-85.734
-80.67,-73.857,-68.266,-86.248,-85.341
-79.708,-78.468,-68.023,-89.368,-86.014
-75.753,-77.892,-68.651,-75.771,-85.018
-77.553,-76.913,-67.118,-89.19,-85.829
-73.851,-74.18,-66.958,-85.416,-86.07
-73.128,-80.333,-66.896,-83.898,-85.329
-79.736,-77.474,-68.031,-89.295,-85.603
-79.932,-78.31,-71.217,-88.236,-85.636
-75.967,-78.922,-72.368,-88.128,-85.548
-79.329,-77.879,-70.774,-87.711,-85.604
-73.38,-78.185,-69.305,-89.655,-86.5
-78.661,-68.596,-68.906,-88.096,-85.739
-72.425,-73.46,-67.364,-85.497,-86.124
-76.592,-75.272,-66.847,-90.241,-84.844
-74.831,-75.326,-68.296,-89.507,-85.376
-82.698,-73.311,-67.734,-88.076,-85.526
-74.949,-75.382,-69.631,-89.648,-86.104
-80.11,-71.504,-71.271,-90.228,-86.726
-78.363,-72.672,-68.634,-89.598,-86.295
-75.991,-75.634,-66.975,-84.979,-85.982
-78.868,-77.742,-67.118,-87.308,-86.08
-82.224,-74.671,-70.812,-87.96,-84.782
-80.307,-76.471,-68.376,-88.832,-84.294
-72.335,-75.03,-71.947,-84.781,-85.006
-78.785,-78.644,-67.275,-85.932,-85.41
-78.673,-75.998,-67.163,-85.686,-85.68
-75.644,-76.624,-67.288,-85.199,-84.121
-71.834,-76.007,-65.611,-85.662,-85.603
-74.694,-74.773,-66.059,-90.4,-84.691
-73.416,-77.118,-67.274,-87.515,-84.604
-73.22,-79.247,-66.653,-84.052,-85.763
-76.676,-74.791,-68.016,-80.972,-85.213
-77.072,-77.901,-69.996,-83.847,-85.765
-80.527,-74.342,-70.172,-83.652,-85.804
-81.472,-77.055,-71.181,-88.18,-85.981
-74.322,-73.564,-70.69,-89.039,-85.774
-72.655,-75.949,-67.681,-85.265,-85.054
-72.893,-78.244,-70.306,-88.882,-86.101
-74.234,-73.035,-69.76,-85.631,-86.274
-71.626,-73.936,-64.763,-89.224,-84.91
-71.697,-77.849,-68.012,-86.096,-85.668
-77.328,-77.385,-69.492,-86.415,-85.758
-72.654,-78.69,-67.658,-85.591,-86.212
-78.416,-75.19,-68.24,-84.734,-84.959
-72.934,-77.817,-67.553,-86.18,-85.439
-72.371,-78.122,-72.592,-85.236,-85.957
-78.04,-78.219,-72.302,-88.039,-85.496
-75.793,-76.003,-69.636,-84.19,-85.265
-73.658,-78.982,-68.395,-84.924,-84.6
-73.302,-77.229,-67.277,-84.911,-85.962
-74.402,-77.384,-71.011,-86.992,-85.238
-73.219,-79.613,-69.648,-87.506,-86.089
-72.322,-76.984,-71.573,-89.515,-66
-78.605,-77.753,-70.772,-88.83,-85.421
-75.51,-75.314,-70.474,-86.684,-83.564
-74.981,-76.202,-70.006,-88.047,-84.934
-72.697,-80.665,-67.372,-85.263,-86.315
-74.676,-74.519,-67.177,-87.625,-84.389
-74.669,-79.562,-67.953,-83.769,-84.084
-79.569,-79.568,-69.956,-89.426,-83.732
-79.5,-80.272,-68.771,-88.207,-84.606
-77.025,-79.934,-67.69,-87.214,-85.835
-80.357,-78.194,-70.844,-86.926,-85.597
-73.173,-82.498,-69.39,-89.167,-86.164
-79.622,-79.393,-67.473,-86.126,-86.26
-72.919,-79.343,-72.762,-84.561,-85.702
-76.746,-76.914,-70.077,-85.485,-65.598
-77.873,-78.042,-71.51,-87.931,-83.973
-74.665,-79.997,-70.929,-85.938,-85.422
-72.515,-74.996,-71.802,-87.886,-84.751
-74.366,-83.585,-70.108,-89.163,-85.739
-74.413,-83.564,-68.407,-90.252,-83.863
-74.486,-77.602,-65.568,-90.767,-86.01
-73.263,-79.166,-70.352,-88.054,-66.656
-77.413,-69.482,-65.697,-76.008,-85.228
-73.345,-71.937,-70.27,-84.544,-86.289
-74.692,-73.759,-70.708,-85.962,-84.165
-72.344,-72.299,-67.541,-89.82,-86.35
-73.863,-77.028,-70.843,-89.205,-85.955
-79.481,-77.641,-70.441,-86.847,-86.246
-78.48,-79.564,-71.393,-89.488,-85.591
-80.452,-79.856,-68.492,-89.05,-83.826
-81.786,-79.092,-70.324,-88.27,-85.497
-76.516,-78.016,-70.39,-89.146,-85.315
-77.117,-78.271,-70.331,-88.652,-85.949
-74.611,-78.261,-68.853,-76.132,-85.036
-77.108,-77.534,-67.239,-89.664,-84.812
-72.985,-77.622,-68.785,-88.777,-85.195
-73.118,-78.785,-66.612,-90.519,-84.39
-73.999,-77.243,-67.102,-88.979,-86.272
-80.015,-81.753,-69.528,-89.616,-84.978
-72.124,-76.473,-68.985,-87.849,-85.151
-73.153,-79.96,-70.481,-86.671,-86.269
-71.648,-77.457,-68.75,-85.743,-83.797
-76.587,-78.476,-68.994,-87.328,-84.112
-73.488,-79.049,-67.072,-88.914,-66.873
-80.58,-79.176,-68.045,-90.117,-84.591
-74.843,-75.518,-66.833,-85.304,-86.548
-77.119,-75.292,-66.244,-89.386,-85.358
-74.17,-81.917,-68.045,-84.826,-85.423
-72.746,-77.91,-70.276,-90.223,-85.365
-72.681,-78.803,-68.75,-90.052,-86.053
-80.919,-78.225,-67.749,-89.471,-85.179
-74.754,-79.912,-67.42,-84.134,-85.459
-76.726,-78.934,-71.004,-89.722,-85.52
-78.133,-73.959,-68.162,-85.739,-86.005
-78.707,-78.212,-70.103,-88.968,-86.231
-72.931,-77.811,-67.231,-89.782,-85.197
-79.822,-76.509,-63.401,-85.884,-85.137
-79.658,-78.382,-71.6,-86.553,-86.201
-76.242,-76.121,-68.96,-84.614,-85.019
-80.106,-78.182,-72.424,-88.46,-84.711
-80.747,-75.224,-67.836,-86.597,-85.205
-76.005,-80.081,-66.336,-88.227,-85.11
-75.433,-78.712,-66.916,-88.678,-85.636
-73.783,-74.886,-66.725,-85.134,-85.146
-79.352,-75.248,-70.241,-89.162,-85.644
-74.772,-78.413,-71.434,-88.404,-85.502
-78.86,-79.368,-67.295,-89.006,-86.08
-80.999,-78.495,-67.861,-88.038,-85.121
-76.075,-78.803,-68.039,-89.191,-85.317
-81.135,-72.023,-66.652,-84.992,-85.941
-74.42,-79.262,-67.597,-90.177,-85.498
-76.079,-79.323,-66.044,-86.667,-86.186
-74.451,-77.843,-66.907,-88.575,-84.719
-83.833,-73.306,-69.754,-88.099,-84.619
-73.228,-76.557,-69.939,-89.579,-85.109
-76.007,-78.167,-69.699,-89.844,-84.839
-75.633,-76.784,-68.873,-90.773,-84.263
-78.111,-77.418,-69.101,-86.019,-65.118
-76.697,-74.41,-66.288,-88.9,-86.083
-79.851,-76.242,-68.306,-88.917,-86.169
-74.568,-77.384,-67.719,-90.025,-85.89
-77.747,-77.914,-68.686,-87.437,-85.82
-77.936,-77.805,-69.486,-89.455,-85.259
-84.117,-79.673,-69.147,-88.857,-85.874
-73.389,-77.182,-68.704,-90.015,-85.12
-74.252,-77.477,-75.221,-89.387,-85.177
-73.243,-77.841,-73.505,-88.908,-83.829
-73.378,-79.696,-71.403,-88.576,-85.029
-73.126,-76.096,-73.117,-86.966,-84.825
-77.061,-77.728,-68.637,-89.342,-84.785
-80.692,-76.887,-73.671,-89.144,-86.003
-77.789,-78.962,-73.796,-89.908,-85.644
-75.845,-78.078,-73.215,-87.963,-86.348
-73.816,-77.944,-73.576,-88.784,-85.834
-72.814,-79.046,-66.568,-88.112,-85.522
-82.633,-76.848,-69.327,-88.178,-85.143
-77.717,-78.48,-69.955,-89.175,-85.606
-79.581,-75.723,-69.684,-86.711,-85.976
-80.295,-72.008,-67.632,-86.445,-84.608
-77.103,-71.995,-70.412,-86.865,-84.603
-83.31,-79.235,-68.799,-88.882,-84.111
-73.2,-76.946,-67.866,-84.031,-84.243
-77.354,-76.925,-69.947,-89.15,-85.076
-78.817,-79.006,-71.057,-89.341,-85.975
-74.52,-76.51,-70.244,-86.651,-86.591
-73.799,-75.153,-66.941,-86.644,-86.22
-74.082,-77.955,-67.035,-86.064,-85.832
-77.476,-75.543,-68.447,-89.068,-86.276
-73.533,-73.79,-68.561,-88.548,-85.743
-72.675,-75.658,-69.314,-87.167,-83.702
-74.786,-78.435,-69.076,-89.478,-85.469
-82.812,-75.727,-67.569,-87.701,-86.134
-72.657,-77.254,-67.446,-86.489,-85.169
-75.036,-77.279,-68.79,-88.169,-85.471
-79.658,-78.476,-66.062,-88.616,-84.701
-75.18,-81.415,-66.91,-90.136,-85.585
-72.657,-72.321,-73.536,-88.734,-85.543
-79.964,-73.278,-68.409,-87.857,-84.705
-73.468,-77.463,-68.527,-89.355,-84.769
-79.618,-78.419,-68.054,-89.987,-85.819
-78.28,-78.595,-67.508,-89.683,-85.23
-80.746,-81.985,-66.111,-89.174,-85.512
-77.893,-76.61,-74.962,-85.924,-84.893
-74.244,-76.771,-73.364,-78.055,-85.369
-75.992,-78.201,-66.879,-87.041,-85.959
-72.868,-78.153,-67.204,-88.261,-85.33
-72.526,-81.227,-71.84,-85.639,-85.117
-72.795,-75.653,-71.275,-85.485,-85.981
-79.113,-77.939,-68.203,-86.594,-84.983
-76.824,-80.542,-73.606,-87.055,-85.056
-77.665,-78.224,-73.905,-87.425,-85.126
-74.825,-79.972,-73.267,-85.647,-64.669
-76.283,-78.413,-73.448,-90.027,-85.016
-80.985,-79.174,-72.41,-88.796,-85.342
-76.584,-78.218,-69.875,-89.739,-83.368
-78.027,-76.411,-68.193,-87.448,-84.235
-81.992,-76.597,-67.17,-88.903,-83.333
-72.659,-75.205,-67.739,-74.203,-85.729
-74.452,-79.094,-69.443,-87.628,-85.361
-79.155,-78.437,-69.505,-89.806,-86.169
-76.246,-67.246,-69.194,-88.765,-85.03
-74.779,-79.01,-67.189,-86.907,-86.491
-77.401,-77.94,-67.239,-86.423,-86.622
-80.126,-76.964,-68.072,-89.676,-84.439
-78.925,-74.526,-69.821,-87.019,-85.277
-73.568,-79.186,-68.848,-90.423,-85.865
-79.404,-77.461,-68.458,-87.808,-85.659
-77.449,-75.989,-68.914,-86.504,-84.552
-74.87,-77.097,-67.19,-88.621,-84.898
-79.666,-75.7,-73.502,-85.462,-85.317
-80.497,-79.176,-68.713,-85.815,-85.666
-74.624,-77.809,-71.271,-88.148,-85.448
-72.051,-80.55,-68.619,-89.238,-85.341
-76.947,-77.837,-70.485,-86.427,-85.905
-74.664,-76.819,-69.809,-88.831,-85.74
-74.382,-79.498,-68.426,-80.772,-85.876
-79.642,-80.868,-67.259,-89.232,-85.733
-78.318,-71.834,-69.721,-87.691,-85.75
-79.805,-79.755,-70.736,-89.223,-85.874
-76.65,-78.041,-68.93,-85.961,-85.839
-78.714,-77.549,-64.965,-89.136,-86.489
-79.983,-77.92,-65.286,-84.798,-84.202
-73.589,-77.151,-67.781,-86.934,-84.416
-79.126,-79.137,-68.274,-89.723,-85.929
-76.912,-76.158,-69.207,-88.319,-86.076
-76.129,-78.17,-74.427,-85.247,-85.923
-80.009,-81.058,-73.473,-89.646,-84.563
-79.677,-76.834,-74.687,-88.804,-85.438
-71.567,-76.076,-69.981,-85.87,-66.6
-72.394,-76.815,-68.585,-86.165,-85.87
-76.147,-77.643,-68.15,-89.123,-85.392
-75.075,-76.428,-69.731,-85.489,-85.228
-74.822,-77.05,-73.033,-82.821,-85.769
-79.496,-76.972,-75.285,-88.778,-85.119
-75.987,-82.252,-74.242,-88.164,-86.236
-73.153,-75.912,-73.929,-85.248,-85.082
-77.639,-75.748,-73.388,-89.507,-70.523
-73.621,-77.968,-67.029,-84.854,-85.331
-72.589,-74.769,-73.524,-84.436,-84.933
-80.058,-75.838,-73.668,-87.571,-84.728
-73.861,-74.94,-73.395,-86.428,-83.388
-72.063,-77.149,-68.032,-85.757,-85.963
-81.746,-78.509,-69.46,-89.276,-70.043
-83.538,-76.815,-69.445,-89.181,-85.106
-74.956,-80.659,-71.59,-88.97,-85.415
-75.428,-77.974,-69.047,-82.419,-85.473
-71.522,-75.894,-67.98,-84.418,-85.77
-77.954,-75.843,-69.476,-68.572,-86.168
-72.942,-77.666,-69.273,-85.764,-84.679
-78.003,-77.281,-67.959,-89.042,-86.173
-76.118,-74.794,-69.307,-89.427,-85.142
-75.263,-80.894,-68.97,-88.379,-84.749
-73.564,-79.754,-67.583,-86.412,-86.7
-79.825,-77.958,-69.298,-85.146,-86.327
-76.241,-74.881,-68.706,-84.693,-85.527
-76.141,-76.425,-67.635,-86.199,-85.992
-74.566,-74.762,-74.418,-85.23,-85.418
-74.543,-77.505,-69.881,-90.291,-86.995
-78.664,-77.109,-69.559,-85.839,-85.139
-72.685,-77.527,-75.058,-84.211,-84.496
-79.459,-76.413,-74.277,-84.147,-85.791
-76.501,-78.268,-74.123,-90.953,-68.624
-77.534,-79.002,-67.307,-89.032,-85.199
-73.457,-79.123,-73.984,-89.139,-84.995
-74.723,-78.35,-75.191,-86.156,-85.423
-80.736,-79.346,-74.146,-88.935,-85.289
-77.007,-74.62,-74.253,-87.922,-49.81
-79.224,-77.982,-68.769,-89.685,-86.275
-78.525,-77.2,-70.527,-89.738,-84.84
-74.123,-76.104,-67.501,-89.029,-85.437
-74.053,-77.65,-75.314,-87.581,-85.052
-76.004,-75.491,-71.53,-86.523,-85.12
-75.61,-78.05,-70.668,-88.808,-85.591
-74.907,-77.833,-74.862,-89.758,-84.728
-71.1,-77.573,-69.893,-88.532,-85.372
-73.836,-81.959,-68.125,-89.089,-86.122
-79.553,-79.894,-69.62,-89.492,-84.34
-74.465,-76.755,-73.514,-89.15,-84.895
-74.501,-73.282,-72.51,-90.094,-85.08
-77.184,-79.18,-71.711,-85.521,-84.798
-78.172,-79.974,-70.42,-83.913,-84.668
-72.003,-76.521,-68.051,-88.085,-84.944
-75.078,-78.921,-66.927,-88.42,-84.547
-74.654,-78.325,-67.786,-84.818,-84.419
-74.2,-79.54,-69.875,-89.89,-86.107
-73.853,-73.049,-70.51,-90.135,-85.316
-80.413,-77.059,-73.236,-90.38,-84.042
-74.427,-80.722,-69.329,-89.452,-85.264
-75.74,-79.849,-67.371,-89.738,-85.527
-74.481,-77.284,-66.05,-87.066,-85.665
-78.963,-77.532,-65.844,-85.094,-85.885
-73.692,-76.942,-74.748,-89.317,-85.531
-74.131,-77.465,-72.844,-88.141,-84.792
-74.431,-80.231,-75.127,-88.496,-85.335
-77.149,-78.119,-75.055,-89.315,-85.266
-77.726,-78.613,-73.29,-86.81,-85.727
-76.957,-76.204,-73.262,-86.011,-85.076
-75.953,-76.979,-69.648,-89.816,-84.187
-78.893,-79.088,-68.877,-87.046,-85.97
-76.46,-76.4,-69.55,-90.24,-84.317
-73.54,-75.943,-73.848,-87.522,-86.082
-75.646,-72.794,-73.866,-88.097,-85.907
-79.137,-76.197,-73.649,-85.14,-85.283
-79.758,-76.772,-73.297,-89.477,-85.147
-76.677,-83.159,-75.519,-87.75,-84.51
-73.067,-77.11,-71.961,-90.014,-85.735
-79.292,-73.221,-70.138,-88.868,-85.852
-78.216,-71.782,-71.983,-87.54,-85.35
-79.265,-77.983,-70.973,-88.352,-83.84
-81.356,-75.06,-74.783,-89.845,-85.185
-79.017,-75.828,-71.274,-90.311,-86.559
-72.348,-79.179,-71.011,-89.839,-85.799
-77.653,-80.884,-80.778,-89.084,-85.549
-73.208,-77.71,-67.656,-89.597,-85.48
-77.361,-72.375,-74.034,-89.141,-85.502
-74.233,-74.379,-69.675,-89.029,-85.297
-76.661,-72.861,-66.812,-86.632,-85.204
-78.136,-74.666,-67.698,-84.843,-85.148
-81.242,-77.574,-74.315,-84.729,-86.149
-74.899,-73.768,-74.697,-89.449,-85.819
-79.624,-70.105,-73.757,-87.699,-85.452
-77.185,-73.071,-73.506,-86.178,-84.016
-75.575,-76.589,-73.424,-88.107,-85.993
-74.994,-75.896,-74.113,-88.157,-85.31
-72.394,-75.976,-74.053,-89.705,-86.617
-72.96,-73.56,-74.096,-81.54,-86.427
-77.114,-79.08,-74.434,-83.786,-85.992
-81.859,-75.897,-66.791,-85.622,-85.964
-81.766,-78.675,-69.295,-85.889,-85.884
-80.457,-77.542,-68.679,-84.24,-85.549
-79.789,-75.171,-69.299,0,0
-78.792,-80.792,-69.706,-83.357,-84.817
-80.091,-75.157,-69.657,-83.28,-85.298
-73.759,-72.999,-67.344,-83.037,-86.296
-73.334,-75.802,-69.257,-84.586,-86.196
-75.044,-82.003,-67.325,-80.916,-83.966
-75.59,-79.534,-68.224,-84.76,-85.671
-82.175,-77.566,-67.641,-83.987,-86.026
-80.174,-76.176,-65.785,-85.308,-81.45
-74.713,-78.046,-69.772,-79.982,-85.826
-81.602,-79.198,-68.76,-83.634,-84.26
-74.699,-76.048,-70.511,-83.922,-85.932
-75.695,-72.27,-65.171,-87.063,-85.291
-79.087,-75.8,-72.113,-81.717,-84.087
-80.344,-77.074,-67.834,-84.076,-84.978
-77.124,-74.016,-69.554,-80.667,-85.366
-81.792,-72.228,-68.053,-82.755,-84.54
-72.355,-78.431,-74.094,-86.434,-85.287
-75.831,-77.726,-69.847,-83.819,-81.244
-73.458,-76.969,-69.883,-82.368,-70.542
-72.243,-75.407,-73.398,-85.77,-86.142
-71.987,-73.725,-69.312,-83.86,-82.627
-72.111,-77.448,-70.031,-81.175,-86.053
-72.517,-75.212,-74.088,-82.753,-85.537
-72.987,-80.12,-73.735,-83.624,-79.95
-75.117,-75.92,-74.51,-82.554,-85.271
-78.523,-78.395,-71.78,-84.63,-86.287
-72.773,-74.596,-67.89,-79.177,-85.375
-74.994,-70.23,-73.321,-79.356,-72.747
-73.147,-76.243,-73.855,-89.085,-84.42
-75.745,-77.694,-74.808,-78.25,-85.828
-78.267,-76.377,-66.065,-81.794,-86.261
-71.819,-76.923,-74.753,-81.756,-84.852
-82.677,-76.122,-70.743,-87.076,-84.285
-74.141,-75.922,-68.779,-80.515,-84.821
-73.557,-77.186,-67.352,-78.604,-86.232
-79.167,-77.971,-69.48,-77.788,-84.968
-76.573,-74.327,-69.119,-82.085,-85.453
-82.571,-70.12,-70.797,-78.467,-84.486
-75.052,-75.689,-69.628,-81.222,-84.603
-77.168,-76.865,-68.631,-88.191,-85.536
-71.886,-75.352,-66.912,-77.464,-85.339
-74.267,-75.807,-70.155,-81.924,-86.199
-75.346,-74.784,-68.105,-79.954,-84.574
-80.667,-76.265,-67.992,-80.87,-85.446
-77.265,-74.928,-71.872,-78.37,-84.911
-79.171,-77.763,-67.604,-81.455,-86.136
-75.547,-76.714,-72.653,-80.18,-85.209
-79.071,-71.588,-67.119,-88.223,-85.314
-79.994,-77.157,-69.342,-87.624,-84.981
-79.87,-73.644,-68.856,-89.273,-85.56
-72.213,-76.395,-68.878,-86.454,-84.873
-71.708,-75.747,-68.928,-87.694,-83.914
-70.937,-75.954,-69.168,-83.53,-85.854
-75.751,-78.17,-69.274,-88.332,-84.433
-72.762,-71.749,-67.905,-86.707,-86.043
-71.994,-75.123,-69.655,-87.595,-83.826
-79.271,-71.457,-67.478,-79.964,-86.847
-78.925,-70.923,-74.989,-76.62,-85.133
-72.066,-69.656,-73.424,-88.647,-85.72
-72.366,-76.073,-67.665,-87.655,-85.2
-79.117,-71.813,-67.532,-77.927,-86.293
-73.099,-75.446,-66.274,-88.558,-84.281
-74.123,-73.409,-69.005,-86.613,-85.123
-80.314,-74.238,-68.611,-90.336,-85.73
-72.879,-73.299,-67.599,-87.844,-86.032
-71.728,-79.309,-73.576,-84.969,-86.76
-73.921,-74.781,-73.423,-83.865,-84.463
-73.124,-74.358,-73.858,-81.854,-86.57
-76.228,-75.241,-73.198,-84.693,-86.345
-71.177,-79.123,-78.43,-87.936,-86.094
-71.677,-77.036,-74.743,-89.518,-85.987
-72.572,-78.172,-71.488,-89.872,-60.344
-72.955,-78.719,-72.673,-85.88,-46.797
-76.437,-78.673,-67.126,-83.369,-47.929
-75.721,-77.521,-67.469,-87.334,-85.834
-76.167,-78.089,-69.041,-89.649,-85.558
-75.05,-75.318,-66.375,-89.16,-85.624
-79.393,-75.08,-71.772,-88.848,-84.941
-79.238,-75.42,-73.232,-88.431,-85.165
-81.03,-76.581,-68.035,-85.158,-86.177
-77.609,-66.665,-65.662,-89.104,-65.914
-79.652,-76.474,-73.279,-79.873,-84.393
-81.896,-77.816,-73.093,-85.301,-59.612
-79.183,-77.502,-73.543,-89.209,-61.147
-79.07,-72.662,-71.425,-89.42,-85.158
-75.311,-76.791,-66.571,-89.481,-86.145
-75.582,-74.172,-71.105,-88.302,-86.498
-77.173,-72.994,-70.822,-89.533,-85.269
-71.955,-73.889,-69.698,-89.793,-86.398
-72.714,-78.786,-68.437,-88.419,-65.691
-74.819,-73.108,-66.77,-89.66,-85.531
-78.436,-74.179,-66.094,-82.153,-86.504
-73.296,-76.897,-69.072,-77.325,-85.182
-76.759,-75.486,-68.596,-85.586,-85.167
-78.411,-77.036,-66.377,-86.939,-73.335
-74.632,-72.161,-74.529,-83.868,-85.506
-73.992,-72.544,-72.028,-88.723,-86.015
-79.635,-76.053,-74.084,-89.5,-86.688
-76.315,-78.891,-74.419,-88.134,-85.816
-73.727,-74.086,-73.826,-85.967,-85.314
-75.706,-68.552,-72.53,-85.97,-85.736
-71.938,-76.347,-69.003,-87.355,-86.511
-71.506,-73.03,-72.302,-86.75,-85.24
-73.862,-73.024,-73.182,-87.365,-86.617
-70.935,-75.831,-72.997,-89.581,-85.518
-71.395,-77.31,-67.81,-87.159,-84.836
-71.935,-75.362,-68.348,-86.729,-85.502
-73.308,-73.246,-67.45,-89.356,-85.414
-81.728,-76.297,-71.042,-88.433,-80.002
-70.866,-81.933,-70.038,-85.964,-85.014
-74.521,-76.257,-66.768,-88.463,-85.085
-74.838,-76.544,-65.139,-87.163,-84.988
-71.684,-76.848,-68.086,-87.771,-86.613
-71.764,-73.664,-67.932,-85.817,-85.275
-77.805,-72.225,-68.132,-88.853,-85.065
-71.81,-72.005,-67.638,-88.698,-86.09
-76.568,-76.298,-66.931,-88.669,-84.323
-75.776,-76.052,-69.138,-89.825,-85.564
-71.278,-74.461,-68.934,-87.314,-66.091
-76.266,-73.813,-69.343,-87.813,-85.073
-76.487,-78.131,-66.534,-88.388,-85.447
-77.731,-76.9,-67.386,-86.296,-85.613
-79.832,-75.269,-70.634,-89.635,-82.692
-73.937,-77.6,-71.04,-88.283,-86.183
-71.224,-75.542,-71.071,-88.738,-84.719
-79.422,-73.855,-71.382,-90.579,-85.819
-71.739,-72.763,-69.108,-83.49,-84.891
-76.874,-70.002,-70.74,-86.455,-86.184
-78.459,-73.191,-67.727,-88.103,-86.066
-74.53,-73.71,-68.522,-88.854,-85.004
-78.211,-72.398,-69.437,-87.591,-83.48
-71.038,-75.878,-67.676,-89.596,-85.714
-78.353,-76.777,-69.721,-89.791,-86.015
-71.734,-77.989,-68.524,-88.486,-83.41
-74.43,-79.753,-67.781,-89.615,-84.498
-77.55,-77.537,-71.73,-88.665,-84.478
-78.56,-69.131,-67.622,-90.573,-84.641
-74.257,-72.527,-68.199,-89.51,-85.621
-78.475,-69.328,-68.588,-89.772,-85.912
-74.412,-72.733,-68.809,-90.409,-54.727
-70.733,-75.216,-66.445,-88.91,-85.071
-78.876,-76.515,-66.51,-87.113,-84.399
-71.084,-77.348,-69.386,-86.594,-85.464
-72.306,-75.008,-69.027,-88.696,-85.649
-74.285,-74.586,-67.266,-88.112,-85.654
-73.573,-71.285,-65.391,-90.062,-84.805
-77.51,-71.799,-71.663,-87.929,-84.942
-72.678,-71.061,-68.761,-87.269,-85.014
-82.09,-70.406,-69.508,-90.355,-84.975
-74.399,-69.172,-66.923,-87.502,-84.364
-71.547,-75.337,-68.287,-89.035,-86.018
-81.978,-69.561,-67.976,-89.311,-86.571
-78.539,-71.282,-67.434,-89.714,-85.162
-76.344,-70.264,-68.528,-84.312,-84.311
-77.607,-75.172,-67.717,-87.308,-84.83
-73.457,-79.188,-70.096,-85.109,-85.137
-80.195,-71.099,-71.067,-84.569,-83.724
-74.002,-75.291,-66.464,-84.249,-84.888
-73.813,-76.474,-67.121,-88.677,-84.805
-71.563,-75.409,-70.258,-86.086,-85.435
-77.513,-77.196,-70.153,-85.085,-84.925
-74.69,-78.25,-72.786,-85.45,-84.986
-74.728,-72.853,-69.122,-87.057,-86.325
-74.207,-72.579,-70.45,-85.141,-85.693
-77.59,-72.62,-67.126,-88.784,-86.138
